1 2.91086 0 0 0 1 0.172414
1 2.91086 0 0 0 1 0.172414
1 2.91086 0 0 0 1 0.172414
1 2.91086 0 0 0 1 0.172414
1 4.12371 0.0079788 0.000161681 0.0208828 1 0
1 4.12371 0.0388354 0.00285449 0.120934 1 0
1 4.12371 0.0564848 0.00587648 0.189548 1 0
1 4.12371 0.0797713 0.0121433 0.299295 1 0
1 4.12371 0.0961518 0.0182796 0.378102 1 0
1 4.12371 0.117961 0.0288528 0.488047 1 0
1 4.12371 0.139578 0.0425537 0.603338 1 0
1 4.12371 0.152504 0.0525566 0.676974 1 0
1 4.12371 0.170403 0.0692476 0.787243 1 0
1 4.12371 0.186828 0.0884486 0.901116 1 0
1 4.04962 0.196288 0.101862 0.975063 1 0.00906464
1 3.41964 0.208832 0.123777 1.08884 1 0.0933362
1 2.82914 0.218805 0.146925 1.20128 1 0.186193
1 2.48039 0.224245 0.163622 1.27252 1 0.248834
1 1.98868 0.230596 0.190572 1.36931 1 0.349296
1 1.55348 0.235011 0.221387 1.45682 1 0.45273
1 1.29245 0.236601 0.2431 1.50987 1 0.522742
1 0.954724 0.237064 0.277985 1.57865 1 0.624008
1 0.67696 0.235336 0.315454 1.63471 1 0.717973
1 0.520459 0.233053 0.34127 1.66571 1 0.775866
1 0.327197 0.228099 0.382002 1.70278 1 0.852975
1 0.174058 0.221455 0.425614 1.73038 1 0.919001
1 0.0923047 0.216322 0.455469 1.74401 1 0.956212
1 0.00548206 0.207918 0.501052 1.7565 1 0.997345
1 -0.0547509 0.198719 0.548786 1.76284 0.973794 1
1 -0.0818032 0.192422 0.580964 1.76421 0.961097 1
1 -0.107089 0.18282 0.630083 1.76298 0.949377 1
1 -0.119111 0.173676 0.67763 1.7593 0.943853 1
1 -0.120447 0.167645 0.709677 1.75556 0.943241 1
1 -0.120273 0.158888 0.757512 1.7496 0.943321 1
1 -0.112487 0.150435 0.80556 1.74238 0.946893 1
1 -0.107919 0.145087 0.837087 1.73781 0.948994 1
1 -0.105785 0.13726 0.884639 1.73176 0.949977 1
1 4.12371 0.129686 0.93255 1.72572 1 0
1 4.12371 0.124794 0.964522 1.72161 1 0
1 4.12371 0.118315 1.00542 1.75609 1 0
