1 2.91004 0 0 0 1 0.172549
1 2.91004 0 0 0 1 0.172549
1 2.91004 0 0 0 1 0.172549
1 2.91004 0 0 0 1 0.172549
1 3.85894 0.00572663 8.57765e-05 0.0179959 1 0.0331681
1 3.44046 0.0248356 0.00115806 0.0765191 1 0.0903267
1 2.83979 0.0481665 0.00405035 0.156696 1 0.184379
1 2.19236 0.0706149 0.00880815 0.239701 1 0.305784
1 1.53606 0.0934189 0.015702 0.323536 1 0.457202
1 0.95512 0.117645 0.0251699 0.399177 1 0.623882
1 0.445814 0.142981 0.0371774 0.463748 1 0.804875
1 0.0125966 0.167638 0.0506169 0.519052 1 0.993909
1 -0.290099 0.196437 0.0680588 0.556507 0.868549 1
1 -0.485223 0.231042 0.0903306 0.57899 0.789443 1
1 -0.449749 0.264839 0.112514 0.576551 0.803322 1
1 -0.257432 0.29687 0.132879 0.555483 0.882482 1
1 -0.0583718 0.327938 0.151575 0.536317 0.972085 1
1 0.121059 0.361217 0.171082 0.525051 1 0.942961
1 0.357338 0.398304 0.192071 0.510518 1 0.840511
1 0.496518 0.434172 0.212001 0.505543 1 0.785068
1 0.707994 0.468449 0.230737 0.499886 1 0.706938
1 0.824173 0.500819 0.248581 0.508469 1 0.666858
1 0.763728 0.531034 0.265926 0.533049 1 0.687473
1 0.763361 0.560815 0.284235 0.560311 1 0.6876
1 0.810409 0.58986 0.30306 0.58611 1 0.671508
1 0.830735 0.619276 0.323506 0.620005 1 0.664651
1 1.04057 0.647063 0.344198 0.652485 1 0.597012
1 1.19499 0.673865 0.365581 0.687746 1 0.550646
1 1.58449 0.698858 0.387159 0.727834 1 0.444838
1 2.14689 0.723356 0.410177 0.770897 1 0.315252
1 3.26658 0.745026 0.432337 0.813473 1 0.115981
1 4.12371 0.764269 0.453934 0.863218 1 0
1 4.12371 0.780189 0.47401 0.929398 1 0
1 4.12371 0.793075 0.493192 1.01206 1 0
1 4.12371 0.803002 0.511239 1.10243 1 0
1 4.12371 0.809382 0.525473 1.17271 1 0
1 4.12371 0.816312 0.545189 1.26913 1 0
1 4.12371 0.82115 0.56463 1.36223 1 0
1 4.12371 0.823958 0.583099 1.45313 1 0
1 4.12371 0.825174 0.602619 1.54165 1 0
1 4.12371 0.824468 0.624372 1.64002 1 0
1 4.12371 0.821887 0.644621 1.732 1 0
1 4.12371 0.817446 0.664588 1.82417 1 0
1 4.12371 0.811001 0.684537 1.91864 1 0
1 4.12371 0.802843 0.703509 2.01169 1 0
1 4.12371 0.79317 0.7213 2.10294 1 0
1 4.12371 0.781662 0.738472 2.19608 1 0
1 4.09851 0.768279 0.754847 2.29177 1 0.00306564
1 3.52908 0.753791 0.769517 2.38468 1 0.0777019
1 3.09729 0.738543 0.782378 2.47456 1 0.142143
1 2.62252 0.720455 0.794906 2.57156 1 0.222522
1 2.12099 0.70148 0.805637 2.65798 1 0.320707
1 1.77063 0.680866 0.815215 2.73377 1 0.399211
1 1.42735 0.656764 0.824316 2.80653 1 0.485737
1 1.13282 0.630145 0.832366 2.87105 1 0.568985
1 0.856795 0.600049 0.839494 2.93011 1 0.655941
1 0.687206 0.569084 0.845113 2.97932 1 0.714314
1 0.521613 0.536395 0.849617 3.01843 1 0.775424
1 0.385662 0.502125 0.853133 3.05111 1 0.828951
1 0.322875 0.466214 0.855788 3.07744 1 0.854776
1 0.234987 0.426961 0.85773 3.09988 1 0.892176
1 0.237889 0.388882 0.858967 3.11397 1 0.890917
1 0.21129 0.349784 0.85974 3.12626 1 0.902519
1 0.220884 0.312315 0.860185 3.13324 1 0.898318
