0.619607 -1.80821
0.619577 -1.80813
0.619397 -1.80764
0.618987 -1.80651
0.618278 -1.80451
0.616851 -1.80027
0.615353 -1.7956
0.613759 -1.79043
0.612313 -1.78557
0.610479 -1.77915
0.608812 -1.7731
0.606735 -1.76521
0.60463 -1.75687
0.602916 -1.74974
0.601086 -1.74168
0.599629 -1.73493
0.598029 -1.72698
0.596805 -1.72053
0.595543 -1.7134
0.594558 -1.70753
0.593518 -1.701
0.592681 -1.69553
0.591711 -1.68885
0.590797 -1.68212
0.590071 -1.67644
0.589244 -1.66937
0.588541 -1.66292
0.58772 -1.65481
0.58712 -1.64838
0.586448 -1.64043
0.585924 -1.6337
0.585374 -1.62569
0.584983 -1.61919
0.58459 -1.61118
0.584316 -1.6044
0.58408 -1.59653
0.583909 -1.58862
0.583815 -1.58242
0.583753 -1.57532
0.583727 -1.56969
0.583714 -1.56359
0.583714 -1.55914
0.583728 -1.55423
0.583746 -1.55017
0.583771 -1.54539
0.583794 -1.54126
0.583826 -1.53617
0.583857 -1.53095
0.583881 -1.52625
0.583904 -1.52052
0.583919 -1.51541
0.583929 -1.50927
0.583929 -1.50383
0.583915 -1.49728
0.583892 -1.49161
0.583848 -1.48492
0.583797 -1.47928
0.583714 -1.47243
0.58361 -1.46541
0.583508 -1.45933
0.583385 -1.45178
0.583285 -1.44505
0.583191 -1.43672
0.583136 -1.42918
0.583131 -1.41997
0.583177 -1.41186
0.583311 -1.40211
0.583475 -1.39372
0.583741 -1.38386
0.584065 -1.37407
0.584296 -1.36703
0.584568 -1.35879
0.584749 -1.35262
0.584925 -1.34548
0.585037 -1.33959
0.585115 -1.33315
0.585142 -1.32792
0.585117 -1.32203
0.585051 -1.31691
0.58491 -1.31094
0.584697 -1.30485
0.584458 -1.29944
0.584078 -1.29229
0.5837 -1.28597
0.583173 -1.27813
0.582671 -1.27132
0.582012 -1.26298
0.581393 -1.25552
0.5806 -1.24625
0.579898 -1.2382
0.579082 -1.22924
0.578403 -1.22213
0.577535 -1.21343
0.57659 -1.20425
0.575763 -1.19639
0.574732 -1.1867
0.573868 -1.17858
0.572835 -1.1687
0.571986 -1.16036
0.570977 -1.14994
0.570207 -1.14151
0.569388 -1.13179
0.568741 -1.12352
0.56803 -1.11363
0.567382 -1.1039
0.566836 -1.0954
0.566186 -1.08489
0.565676 -1.07621
0.565114 -1.06586
0.564682 -1.05707
0.564229 -1.04653
0.563895 -1.03765
0.563562 -1.02719
0.563325 -1.01831
0.563107 -1.00789
0.562947 -0.997631
0.562851 -0.989155
0.562787 -0.979107
0.562768 -0.970695
0.562785 -0.960799
0.562831 -0.952452
0.562932 -0.942416
0.563054 -0.933896
0.56325 -0.923873
0.563464 -0.915593
0.563783 -0.905995
0.564167 -0.896399
0.564519 -0.888493
0.564986 -0.879312
0.565416 -0.871713
0.565969 -0.862853
0.566451 -0.855647
0.567072 -0.847149
0.567628 -0.840047
0.568327 -0.831837
0.568948 -0.824947
0.56974 -0.816757
0.570439 -0.809939
0.571328 -0.801814
0.572244 -0.79392
0.573046 -0.787299
0.574043 -0.779535
0.574934 -0.77286
0.576017 -0.765151
0.576961 -0.758713
0.578122 -0.751234
0.57914 -0.744994
0.580406 -0.737643
0.581503 -0.731548
0.582887 -0.724229
0.584365 -0.716795
0.585704 -0.710317
0.587441 -0.702263
0.588963 -0.695459
0.59091 -0.687152
0.592635 -0.680084
0.594822 -0.671547
0.596725 -0.664412
0.599 -0.656268
0.600924 -0.649634
0.60327 -0.641883
0.605646 -0.634334
0.607643 -0.628175
0.610011 -0.621124
0.611956 -0.615485
0.614259 -0.608995
0.61622 -0.603602
0.618568 -0.597325
0.620577 -0.592066
0.622913 -0.586086
0.624916 -0.581045
0.627372 -0.574973
0.629576 -0.569593
0.63274 -0.561962
0.63613 -0.553874
0.639194 -0.546623
0.643155 -0.537355
0.646765 -0.528996
0.651181 -0.518885
0.65436 -0.511531
0.657976 -0.503033
0.660828 -0.496222
0.664188 -0.488063
0.666856 -0.481435
0.669859 -0.473808
0.672676 -0.46647
0.675242 -0.45972
0.677881 -0.452616
0.680087 -0.446552
0.682649 -0.439327
0.684771 -0.433199
0.687263 -0.425778
0.689397 -0.419232
0.691917 -0.411239
0.694031 -0.404312
0.696435 -0.396149
0.698748 -0.388004
0.700606 -0.381261
0.70268 -0.373478
0.704388 -0.366863
0.706321 -0.359065
0.707884 -0.352504
0.709627 -0.344839
0.711049 -0.338346
0.712707 -0.330441
0.714051 -0.323776
0.715431 -0.316533
0.716465 -0.310768
0.717597 -0.303954
0.718661 -0.296975
0.719498 -0.291058
0.720411 -0.283982
0.721182 -0.277586
