378
-1.689807 -8.05294
-1.757857 -8.14722
-1.781487 -8.18496
-1.779037 -8.17012
-1.765827 -8.1383
-1.780947 -8.17083
-1.742767 -8.07017
-1.707677 -7.96841
-1.680647 -7.92116
-1.663827 -7.88178
-1.609402 -7.79257
-1.544953 -7.71429
-1.475141 -7.6333
-1.404218 -7.55986
-1.337949 -7.4933
-1.271011 -7.43035
-1.200932 -7.35297
-1.122565 -7.29478
-1.048935 -7.23568
-0.97338 -7.16791
-0.900275 -7.11397
-0.824334 -7.04871
-0.745678 -6.98961
-0.6631561 -6.93115
-0.5701566 -6.86855
-0.500979 -6.81545
-0.471235 -6.79624
-0.442414 -6.78034
-0.427395 -6.76359
-0.398707 -6.691
-0.381904 -6.67743
-0.365294 -6.66246
-0.342981 -6.65004
-0.341548 -6.64412
-0.332024 -6.68169
-0.326501 -6.73652
-0.319168 -6.78944
-0.306632 -6.80927
-0.296291 -6.82946
-0.290622 -6.85156
-0.296602 -6.86811
-0.293311 -6.88302
-0.307676 -6.90126
-0.321269 -6.91894
-0.341817 -6.93319
-0.363197 -6.94679
-0.369854 -6.95737
-0.386312 -6.96679
-0.443463 -7.01183
-0.393646 -6.97352
-0.308781 -6.91421
-0.215184 -6.86056
-0.121297 -6.80006
-0.058248 -6.7474
-0.044144 -6.72747
-0.024435 -6.70582
-0.003136 -6.68606
0.066583 -6.61085
0.122162 -6.55738
0.179208 -6.51806
0.209218 -6.49944
0.234179 -6.48445
0.23063 -6.48402
0.207731 -6.48666
0.1835 -6.49035
0.18538 -6.48859
0.241863 -6.48653
0.353619 -6.4862
0.469653 -6.47178
0.587413 -6.46513
0.705113 -6.45542
0.789953 -6.44757
0.843623 -6.44796
0.909733 -6.44004
0.949113 -6.4393
0.967573 -6.43516
0.972703 -6.4342
0.976363 -6.43494
0.988893 -6.43161
0.996253 -6.42727
1.009223 -6.42001
1.057913 -6.39015
1.079503 -6.37743
1.057183 -6.38774
1.037823 -6.39939
1.026173 -6.40744
1.007393 -6.42312
1.049763 -6.38836
1.071213 -6.37137
1.086053 -6.36152
1.118923 -6.34399
1.171843 -6.32145
1.156743 -6.32949
1.140063 -6.33955
1.225383 -6.29176
1.306583 -6.23872
1.393813 -6.18565
1.477443 -6.13351
1.518273 -6.11056
1.615093 -6.0674
1.649583 -6.04759
1.668583 -6.03843
1.683673 -6.02598
1.755873 -5.95703
1.832463 -5.88553
1.903683 -5.81637
1.973493 -5.75501
2.046233 -5.68622
2.117183 -5.61765
2.199043 -5.54608
2.225513 -5.52188
2.244823 -5.50172
2.307813 -5.40247
2.363893 -5.31071
2.421233 -5.22434
2.480233 -5.12689
2.533703 -5.03446
2.585733 -4.9406
2.641253 -4.84541
2.701623 -4.75649
2.754973 -4.66566
2.809133 -4.57552
2.864083 -4.48549
2.920163 -4.39679
2.972803 -4.30554
3.022413 -4.21445
3.043303 -4.17817
3.062003 -4.13305
3.089813 -4.01811
3.119553 -3.90493
3.150183 -3.79674
3.182413 -3.68332
3.213113 -3.57216
3.242843 -3.45156
3.262453 -3.36834
3.267013 -3.35026
3.267413 -3.33385
3.274513 -3.31905
3.283723 -3.29838
3.297273 -3.2825
3.314803 -3.26966
3.332773 -3.2572
3.413993 -3.19925
3.507933 -3.13683
3.594313 -3.073
3.682473 -3.01157
3.767563 -2.94678
3.851123 -2.88627
3.935863 -2.82339
4.023323 -2.76302
4.105703 -2.70102
4.186313 -2.63835
4.275693 -2.58224
4.369553 -2.53063
4.462813 -2.47283
4.559803 -2.41346
4.643253 -2.35654
4.727633 -2.28742
4.806663 -2.22467
4.871763 -2.15487
4.946673 -2.08299
5.010983 -1.99594
5.096033 -1.94399
5.173783 -1.85569
5.236683 -1.77949
5.305333 -1.70359
5.362403 -1.61951
5.425693 -1.5389
5.486433 -1.44959
5.541793 -1.36355
5.584203 -1.26045
5.630693 -1.1607
5.676043 -1.05882
5.723733 -0.96251
5.771463 -0.86652
5.811023 -0.76671
5.851523 -0.66008
5.896803 -0.56255
5.935003 -0.45988
5.973793 -0.35572
6.019213 -0.25772
6.063733 -0.16095
6.116433 -0.06722
6.167163 0.02389
6.210823 0.12462
6.241193 0.20535
6.278363 0.30452
6.314343 0.41089
6.354783 0.50685
6.390983 0.60646
6.426203 0.7048
6.467883 0.811256
6.492253 0.883409
6.524583 0.996049
6.552213 1.111709
6.583653 1.222018
6.598203 1.31674
6.598513 1.356743
6.605073 1.400962
6.599113 1.47291
6.585533 1.542074
6.571993 1.599151
6.557653 1.657
6.537413 1.7191403
6.505913 1.7738844
6.471323 1.8265602
6.422973 1.8908734
6.364533 1.961476
6.307873 2.030412
6.228493 2.087282
6.143543 2.14136
6.045743 2.192764
5.943943 2.237779
5.833683 2.284699
5.715553 2.317273
5.595343 2.344521
5.476213 2.369461
5.356673 2.392001
5.262963 2.404956
5.168993 2.409398
5.052453 2.401668
4.931113 2.388388
4.840143 2.367963
4.788993 2.364074
4.745303 2.353068
4.690913 2.337689
4.626833 2.308411
4.570343 2.277112
4.526763 2.252029
4.482703 2.23099
4.444543 2.210657
4.403623 2.186689
4.346993 2.114999
4.289553 2.03781
4.220863 1.930833
4.168813 1.8519881
4.115883 1.7641018
4.065983 1.677637
4.014343 1.569453
3.963453 1.481729
3.913753 1.39442
3.858643 1.302918
3.807283 1.206712
3.776333 1.148554
3.740093 1.082499
3.716833 1.022746
3.688083 0.952651
3.650593 0.853164
